abv,beer_id,brewer_id,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,profile_name,review_taste,text,time
7.5,28877,13307,Beer Geek Breakfast,American Double / Imperial Stout,4.0,3.5,4.0,3.0,jdklks,4.0," pours very dark for what seems to me would be classified as a regular (not imperial) stout. an almost non-existent brown head of exceedingly thin bubbles. the smell is primarily of coffee and roasted malts, with a complimenting cherry sweetness. it would be much better if it was more intense. 		The flavor is largely characterized by an intense roasted bitterness, though a little cherry sweetness sneaks in at the beginning and into the aftertaste. coffee and roasted malts reminiscent of dry, bitter dark chocolate dominate. there is, surprisingly enough, a slight alcohol tinge in the back of the mouth and esophagus. a very robust and good [regular] stout, but a little dull for an imperial. still, a good beer. 		if they're going to call it an imperial, im going to rate it like and imperial, and here the mouthfeel is thin and tingly. pretty good drinkability.",2009-10-06 05:30:31
8.5,7463,1199,Founders Dirty Bastard,Scotch Ale / Wee Heavy,4.0,4.5,3.5,3.5,whynot44,4.5," Nice clear mahogany color with a decent light tan head that retains fairly well and produces a bit of nice lacing. 		The aroma is sweet caramel malt, toffee, plums, coffee and hints of smoke. 		The taste is also a blast of maltiness -caramel, toffee, brown sugar, coffee, maybe a bit of dark chocolate and fruit. The finish is slightly dry with notes of dark toast, coffee, pine needles and a definite alcohol kicker. 		Medium bodied, fairly smooth, drinkable but more suited to after dinner on a cold winter day. Almost a winter warmer.",2009-10-06 05:32:42
11.0,50846,63,Black Butte XXI,American Porter,4.5,3.5,3.0,4.0,Beaver13,3.0," 22 oz bottle, best after 10/17/10 (oh well!). Pours a dark brown with a creamy tan head that retains well and laces the glass.		The aroma is sweet roasted chocolate, tar, black licorice, and coffee. A little too heavy on the black licorice and tar for me.		The flavor is sweet sugary lactic chocolate balanced by a big tarry roasted bitterness and black licorice with a little coffee. The finish has a good deal of bitterness. As it warms, the sweetness comes out and becomes a bit overwhelming. Also notes of bourbony dark fruits appear as well. It's very bold but not at all smooth - a bit too brash for me. The mouthfeel is fairly full with creamy carbonation.		Overall, it's a bit too harsh especially with the black licorice and tar and then the heavy sweetness. It would be interesting to try again after the best after date to see if it mellows out.",2009-10-06 05:35:30
5.5,43929,29,Michelob DunkelWeisse,Dunkelweizen,4.0,4.0,4.0,4.0,EagleTalon,4.5, Pours a dark red-amber color with generous head and (if you do a traditional pour) cloudiness. Aroma is banana cream and caramel malt. Flavor is a traditional hefeweizen with a generous caramel and slight roast maltiness (very nice) with a nice touch of German hops. Finishes fruity and malty. Nice carbonation and mouthfeel. A very good beer.,2009-10-06 05:38:36
7.9,52142,140,Sierra Nevada Belgian Trippel,Tripel,4.0,4.0,4.0,3.5,cokes,4.0," Clear deep golden with a tight stack of white foam.	Honeyed aroma of apricot, pale malt, raw sugar, pear, and coriander (though not in the actual, spiced Witbier sense).	It enters with a sugared notion of grain in the mouth. Sweet breads and honeyed grain. Fruitiness ensues with papaya, banana, and apples. Yeast brings a small dash of peppers and cloves. Hops add a counterpuncual grassy bitterness, but are on the light side overall. Alcohol is hardly noted. This stays sweet more than anything.	Heavy bodied, pushing toward cloying but never arriving there. The CO2 levels are minor, and die over time, which seems par for many US tripels. 	Its definitely on the sweet, Americanized, side of the style, but is pleasant, nuanced, and drinkable despite its girth.",2009-10-06 05:38:48
10.0,634,201,De Dolle Bos Keun,Belgian Strong Pale Ale,4.5,4.5,4.5,4.5,dasenebler,4.5," A tricky but beautiful pour. Had to do it in two doses into a big tulip glass. Copious, no... mountainous, no.... volcanic head. I thought Duvel had a big head. Man. Big clumpy lacing. Hazy amber-orange with some swirly yeast. 		Aroma is big and fruity with lots of vinous character. Kind of funky, though this mellows out. Pear and apricot.		Flavor is similar to aroma, and equally fruity and complex. Lots of yeasty, estery flavors. Getting more apple in the flavor. Sweet, but not cloying. Aftertaste is somewhat bitter, dry. Carbonation appears high, but is actually very fine, contributing to the rich, creamy texture of this beer. You can taste the alcohol, but for ten percent, it is very well mitigated in this beer. A sipper, but oh, so smooth.		This is delicious, warming beer. High-marks all around.",2009-10-06 05:44:33
7.0,18721,651,Cascazilla,American Amber / Red Ale,5.0,4.0,4.0,4.0,emsroth,4.5," 12oz bottle		App: Huge 2-3 finger, tan head. Deep reddish amber in color. Devilishly dark and opaque. Makes you think it's truly from a monster. 		Smell: Fruity north american hops dominate. I am reminded of unripe peaches and strawberries. I detect a faint, malty undertone; it smells like sweet, dark bread. This is a nice touch to a hoppy beer, because as we know, they malt rarely ever gets through.		Taste: Greeted by a rush of carbonation and a touch of sweet, indistinguishable malt. Then on to the main show: the hops! Their flavor is mostly pine with a hint of citrus bite. Not the most flavorful, but such a wonderful bitterness. As it warms, undertones of apples seep out. The aftertaste is mostly bitter and floral, but it does have the occasional malty chew.		Crisp medium body and carbonation that is as biting as the hops. 		It's a rough brew, and certainly challenging to the palette. Monstrously hoppy with out being overbearing in anyway. A genuinely delicious brew.",2009-10-06 05:45:10
4.2,17141,1549,312 Urban Wheat,American Pale Wheat Ale,3.0,3.0,4.0,4.0,emsroth,4.0," 12oz bottle with freshness date.		App: Beautiful straw colored with visible suspended solids. Haze is good, but seeing the solids is a little weird. 		Smell: Malty and fruity, like a fruit salad that has been squired with lemon juice for preservation. The fruitiness comes from the yeast and the hops.		Taste: A rather uniform taste throughout. Husky malt is tasted on the flanks of the palette.		Medium bodied with refreshing carbonation. Mostly quenches my thirst.		Light and refreshing, how I like my APWA's, but just an average brew.",2009-10-06 05:49:48
7.85,49351,140,Sierra Nevada Brown Saison,Saison / Farmhouse Ale,4.0,3.5,4.0,3.5,cokes,3.5," Dark tanned hide bodied with a close-cropped beige dome with decent lacework and retention. 	Toasted grain nose, pushing darker with cocoa and anise, with backing spiciness of orange, coriander, and black pepper. Some juniper-y notes of gin occur, only partially due to the alcohol.	The toasted grain malt profile pushes into the mouth first. Bready and static for a while, with some minor spice incursions of blood oranges and coriander and blck peppercorns. Turns a tad tarter with pink grapes and liquorice. Hops are lowly and add only a spicy, herbal dryness. Alcohol is present in a background gin-fueled, juniper-laden flare.	It's sort of like a fattened, toasty witbier more than any sort of saison. And lacks any true yeasty farmhouse character.	It carries medium-plus body with a subdued carbonation. It drinks smaller than it is, and drink enjoyable, but it doesn't drink all that interesting.",2009-10-06 05:52:10
5.0,53152,2675,Blackberry Heiferbison,Fruit / Vegetable Beer,3.5,3.0,4.0,4.0,BDTyre,3.5," Decent summer beer from Phillips - something new and a bit different. Shocking cloudy red that looks like a blood orange and a frothy pinkish head.		Surprisingly, the smell is mostly wheat malt. Slightly bitter-sweet, with a very low hop character. The blackberries lend a somewhat sour taste to it and scent to it.		The blackberries are a bit more noticeable in the flavour, but still the wheat malt is quite noticeable. Could use a bit more tweaking, but not bad. Quite decent considering how widely any blackberry beer can vary in terms of taste.		Great summer sipper, not quite a session but maybe....",2009-10-06 05:53:48
4.9,2409,412,Mönchshof Schwarzbier,Schwarzbier,4.0,4.0,4.5,4.5,LittleCreature,4.0," My original review of this beer disappeared for some reason. Strange.		Appearance - 4.0		Smell - 4.0		Taste - 4.0		Mouthfeel - 4.5		Drinkability - 4.5		OVERALL - 4.1	A lovely dark german lager that has is malt driven, roasty, yet light bodied and easy drinking. Very good.",2009-10-06 06:01:32
5.5,52028,417,Schell's Anniversary Series #7 --  Roggenbier,Roggenbier,3.5,4.5,4.0,4.0,cokes,4.5," Muddy, dark, amber-bronze with a thin rise of ivory lace.	Toasty nose, backed with peppery rye, cocoa, banana, vanilla, and clove. It brings a solid rye persona mixed with a hefeweizen petigree.	It's doughy on its onset in to the mouth, toasty, peppery, and warm, as the rye makes itself know right off the bat. It darkens for a moment with cocoa and anise Weizen yeast brings a huge load of cloves, bananas, lemon, and vanilla. Toastiness and spicy rye resumes on the backend. Hops add tracers of herbal, grassy dryness.	Medium bodied, with a gradually receding CO2. 	It's basically a bastardized hefew(rye)eizen. And there are not many like this made in the states or anywhere. Rye heads should run at this.",2009-10-06 06:02:27
7.8,37216,158,Hades Ale,Belgian Strong Pale Ale,3.0,4.5,5.0,4.0,nlong,4.0," Appearance: Gold-ish yellow, light in color. Small head that faded quickly. Light lacing.		Smell: Not what I was expecting given the appearance. Nice mix of fruit, mild clove, banana.		Taste: Pleasant mix of half tripel, half pale ale/english ipa. Slightly spicy hoppiness without any citrus notes.		Mouthfeel: Thin, very carbonated. Exceptionally crisp.		Drinkability: Well balanced. None of the flavors weigh too heavily. Very easy drinking. Almost too easy for a beer that is nearly 8% abv. (BA shows this at 7.3%. 12oz bottle bottled on 8/6/09 is marked as 7.8%)",2009-10-06 06:07:25
4.9,53153,3996,Billabong Porter,English Porter,3.5,4.0,3.5,4.0,LittleCreature,4.0," No idea why, but this beer was previously on the system but seems to have been purged. It is a full-bodied, robust porter, one of the best brewed in Australia.		Appearance - 3.5	Dark brown to black, beige to tan head is patchy.		Smell - 4.0		Taste - 4.0	Strong and roasty, chocolate and coffee.		Mouthfeel - 4.0		Drinkability - 3.5	Not as easy drinking as James Squire Porter, but still a sessionble winter beer.		OVERALL - 3.85",2009-10-06 06:08:14
9.0,8037,610,Racer X,American Double / Imperial IPA,4.0,4.5,4.0,4.0,armock,4.5, A - Poured a copper color with a white head that leaves some lacing behind		S - If you like hop aroma you'll love the the nose full of citrus hops 		T - Its like drinking a pint of fresh squeezed cascade hops and I for one enjoyed the taste		M - This beer has a medium body with medium carbonation to it		D - If you like hops you'll like this beer its very easy to drink for a DIPA its worth a trip to your local beer bar if they tap it,2009-10-06 06:10:55
10.0,3724,684,Fish Tale Poseidon's Imperial Stout,Russian Imperial Stout,4.0,4.5,4.0,4.5,HopHead84,4.5," Consumed on 9/29/2009 on tap at Stone. The beer is black with a one finger brown head.		The aroma is a pleasant combination of rich dark and milk chocolate. It's reminiscent of a truffle, with dark fruit notes. I get a touch of coffee, but just a touch. Booze is also at a low level. The chocolate component is very nice.		The beer opens with a balance of dark and milk chocolate and a welcome dash of coffee that lingers in the background. Bitterness is at a moderate level, and sweetness is at a low moderate level. Very nice.		The beer is full bodied with low medium draft carbonation and a creamy, silky mouthfeel. This is a 4.5 drinkability if you're in the mood for a big rich drink. On a day such as this the beer is a 4.0 for me.",2009-10-06 06:12:47
5.1,30764,13014,Coffee Bender,American Brown Ale,4.0,5.0,4.5,4.0,cokes,4.5," Served in the ""It's never too early to be Surly"" ""coffee"" cup.	Dark mahogany brown with a thick crop of tan lace.	Toasted hazelnut aroma with a backing (or, fore-ing) of medium roast beans. The coffee shows a great deal of nutty, roasty, easrthy complexity. I'm a coffee nut, and I'd love to have it as my daily grind. 	Across the tongue, it gives that mildly toasty, roasty, grainines of Bender, with hazelnut nuance. Coffee usurps the usual foward hoppiness, and brings medium roast, oily beans. These linger teasingly into the close. I really like these fucking beans. Mild, complex, earthy, nutty, and a perfect compliment to the beer itself.	The oiliness of the coffee thins the beer a bit vis a vis the original. But for a bean head, this is drinkable from sun up to sun down. 	This is one of the best coffee beers I've had, and equal kudos go to Surly and the roaster. The result is a coffee-focused beer that is harmonized with the beans it is juiced with.",2009-10-06 06:17:28
7.7,4083,147,Stone Ruination IPA,American Double / Imperial IPA,4.0,4.5,4.0,4.5,HopHead84,4.5," Consumed on 9/29/2009 on tap at Stone. The beer is copperish orange with a fluffy white head. Retention and lacing are both decent, and that's all I'm going to say on the subject.		The beer was served ice cold. It seriously seemed like it was in the low thirties. I couldn't smell anything for nearly 25 minutes. If there's some point in serving a craft beer that cold, I'm missing it. At about the 30 minute mark the nose opens up and reveals orange pith, pine, and grapefruit. It's all very dry, and malt imparts a low level of caramel. Tropical notes become apparent with further warming.		The beer is very dry with an upper moderate level of bitterness. It tastes of bitter grapefruit, orange pith, and pine resin. Caramel notes are quickly overrun by the delicious hops. The finish is very, very dry.",2009-10-06 06:20:02
5.0,571,113,Samuel Smith's Oatmeal Stout,Oatmeal Stout,4.0,4.0,4.0,5.0,TheMadJack,4.5," Poured from 18.7 oz. bottle into mug.		Beer is dark brown and almost completely opaque. The head crests a full inch and settles to about a third. Foamy, sticky, toffee colored head with some lacing.		The beer smells like a caramel apple - heavy, syrupy caramel notes over sweet and sour fruityness. Roasted coffee notes come through behind.		Flavor is roasted coffee, caramel, and toast. Slight bitter finish, like a good espresso. The beer doesn't linger overmuch, but fades out without any hurry. The beer takes on a creamy note as it warms, and the coffee becomes more pronounced. Dark chocolate comes through on the finish as well.		This is one smooth beer. Gently carbonated, slightly foamy, with a flowing, creamy mouthfeel. Almost like drinking milk. Wonderful, beery milk. Like mother used to make, or would have if God had been thinking properly. I digress.		This beer is a pleasure to drink. While not exactly ""session"" material, it's easy to drink and I could see having several over the course of a long evening.",2009-10-06 06:24:24
5.1,44531,13014,Hell,Keller Bier / Zwickel Bier,3.5,3.0,3.0,3.0,cokes,3.0," Lightly hazed yellow bodied with traces of white lace on top.	Doughy aroma spiked with peppery hops and crushed pill astringency.	Doughy again on its onset in the mouth. Wet bready and generally bland. More bread and more wet and more bland as it rests a while with no real lagered clarity. Hops bring herbs, florals, and, especially astringency, in a smashed Tylenol sense, twisted with lemon. 	Doughy, wet, fatty, and plump through the gullet with no relief from the stunted CO2. 	The astringency prevents an otherwise pedestrian brew from achieving its goals. If they tried to hop it up, it failed. If they're looking for mass appeal, look again. 	This just isn't very good.",2009-10-06 06:29:13
5.6,51354,403,Juggernaut Red Ale,American Amber / Red Ale,3.5,3.0,3.5,3.5,olmatty,3.5," Appearance- Pours a puffy off white head with good retention. A deep amber hue. 		Smell- A light scent of dry hops and malts. 		Taste- Very nice even balance of hops and malts. Clean with a dry finish. 		Mouthfeel- Thin, crisp and bubbly		Drinkability- I could drink this all night.",2009-10-06 06:29:24
7.2,19314,9897,La Roja,American Wild Ale,4.0,4.5,4.0,4.0,armock,4.5, A - Poured a copper with red hints color with an off white head that leaves lacing behind		S - Has a sour cherry nose		T - Like the smell the taste is full of sour cherries in a good way		M - This beer has a medium body with higher carbonation to it		D - Yet another very well crafted beer from Jolly Pumpkin its one of those stepping stone sours that people not used sours can get in to with its good taste worth getting to drink,2009-10-06 06:31:38
5.0,1312,433,Molson Canadian Lager,American Adjunct Lager,4.0,3.0,3.0,3.0,wordemupg,3.0," 473ml can poured into pint glass oct5 2009		A crystal clear straw yellow with good carbonation, a decent 	head that hung around for longer then expected and even left some lace		S some sweet grains and some grass		T as it smells, nothing offensive but nothing special 		M on par for the style, watery with decent carbonation		D pretty average macro, drinkable but boring		not what I want people to think of when they hear Canadian beer. this beer looks better then it is don't go looking this one, I doubt you would have too look far anyways",2009-10-06 06:35:40
5.1,738,267,Odell Cutthroat Porter,American Porter,4.0,4.5,5.0,4.0,mulder1010,4.5," A 12 oz bottle poured into an oversized wine glass.		A-- Poured black, not as dark as the doubles or RIS's I have had. A dark brown head with an inch of head leaving a good lacing on the glass. Good carbonation but this is also a lighter porter. My bottle is 4.8 ABV.		S-- Chocolate, coffee, roasted malts, and sugar to this. Great smell to this. Already has my mouth watering to this.		T-- Roasted malts and chocolate. Some coffee taste but does not dominate like the bigger versions are doing. A bit thin but have been drinking a lot of RIS and doubles of later so that will hurt a bit. Like a thin chocolate milkshake.		M-- more carbonation so it is more lively, also not as creamy but it has character in the finish as the chocolate and coffee become more apparent. The malts are more forward in this and the coffee and chocolate secondary.		D-- A session porter. Plain and simple. Great flavor and can drink anytime of year. A great beer that is not in the ABV cat of over 7%. The strength in this is how drinkable it is.		 Over time this has replaced 90 shilling as my favorite beer. It does not leave you full and can drink several and not get tired of this. If this was an RIS it would be too big I think. It is perfect the way it is. this was the beer that got me into the bigger stuff because of the body and weight of the beer. This still has it but it is toned down but it has all the ingredients that makes it stand out. Why I like Odell beers so much. Very simple and good beers.",2009-10-06 06:51:43
10.0,1402,184,La Trappe Quadrupel (Koningshoeven / Dominus),Quadrupel (Quad),4.0,4.0,4.0,4.0,armock,4.0, A - Poured a ruby color with an off white head that leaves lacing behind		S - Is of sweet caramel malt dark fruit and a touch of alcohol		T - Follows the nose caramel malt dark fruit and some alcohol		M - This beer has a fuller body with light carbonation to it		D - This is one of those beers that you have to spend some time drinking a sipping beer for sure a good good quad thats worth trying,2009-10-06 06:55:53
7.5,28877,13307,Beer Geek Breakfast,American Double / Imperial Stout,4.5,4.0,4.0,4.5,YankChef,4.0," 16.9 oz bottle poured into sam smith imperial pint appearance: pitch black with a nice tan/cocoa colored head that stuck for 15 minutes and hardly moved after poured, impressive, carbonation started out aggressive and fizzy when i began the pour and then settled into a nice pillowy covering		smell: As i was pouring the first thing that jumped out was piney, floral hops which i wasnt expecting, after reading about the cascade/centennial presence it makes a lot of sense, coffee, milk its all there		taste: very very heavy on the palate, super heavily roasted bitter malt flavor is backed with more bitter espresso and a coffee finish that lasts and lasts and lasts. Some of that grassy hop characteristic makes it on the the palate, maybe some rose water flavors in there, these are definitely undertones, this beer is much more than just straight rich and coffee, yumm		overall: really complex and enjoyable stout, i would like to see how this one ages but at this price point ill buy haandbaak every time, more for flavor preference then quality of beverage this is an excellent sipper for a cool evening",2009-10-06 07:00:02
6.8,48243,923,Modus Hoperandi,American IPA,4.0,4.0,4.0,4.0,armock,4.5, A - Poured a copper color with a white head that leaves lacing behind		S - Is of citrus hops with caramel malt		T - Has a nicely balanced taste between the citrus hops and caramel flavors		M - This beer has a medium body with medium carbonation to it		D - I enjoyed this beer quite a bit its a well made well balanced IPA not just a hop bomb worth trying sometime,2009-10-06 07:05:35
4.7,53154,1480,Matilda Bay Big Helga,Munich Helles Lager,3.5,3.0,3.0,3.5,vancurly,2.5," I was advised this is a custom-brewed lager for the Oktoberfest celebrations at the Mean Fiddler Hotel in Rouse Hill, Sydney. 		* edit, however recent postings lead me to believe it's more widely available *		Pours a burnished golden honey, strong bubble due to the site-nucleated schooner glass. 1cm white head.		Noticable late hop aromas... but then a smell so familiar I couldn't pick it... not a normal beer smell. It took me probably 5 minutes to put my finger on it... the seaweed used in sushi. I kid you not. Maybe it's a briney, glutinous rice character. A nice enough smell if you like that kind of thing (which I do), but not what you'd expect in a German lager. Some biscuity bready notes as well.		And the taste ? Well, at the risk of scorn from my fellow BAs, I'm going to write it as I saw it... A remarkable flavour that you wouldn't expect in a beer. Not unpleasant, but unexpected.... a light hint of BBQ king prawns in the shell. What ?!?! I dunno... maybe there's a caramalised note that's common.. or is there a briney character (also picked up in the nose) ? If you want some ""classic"" descriptors, then I'll throw in light munich biscuit notes, off herbal notes. An awkward late bitterness backs it up.		It has a lightly creamy mouthfeel, finishes smoothly and with some lingering body.		Interesting to say the least. Feels like I'm drinking something not quite right, and certainly not Oktoberfest.",2009-10-06 07:09:35
4.8,1774,648,Köstritzer Schwarzbier,Schwarzbier,3.5,4.0,3.5,3.0,natelocc787,3.0," Not a great beer IMO. This was recommended by a friend. I saw some decent reviews and decided to try it. Really, really watery side to it. Samuel Adams Black Lager was really so, so much better. This one had some roasted and smoke flavors behind the burnt malt flavor but the whole beer was really thin and felt as if everything needed to be amplified (without increasing the abv.)",2009-10-06 07:09:55
5.0,65,29,Budweiser,American Adjunct Lager,2.5,2.5,3.0,3.0,wordemupg,2.5," 473ml can poured into pint glass oct5 2009		A one of the lightest beers I've ever seen not even a straw yellow its almost impressive how light this beer is		S sweet grains and some adjuncts 		T It kinda tastes like bubblegum too me with some rice cake perhaps		M thin with fair carbonation		D not anything special, but not offensive either 		not something I would suggest you drink, but its hard too avoid forever",2009-10-06 07:23:56
5.5,3523,22,Éphémère (Apple),Fruit / Vegetable Beer,4.0,4.0,4.0,4.0,armock,4.0, A - Poured a hazy golden color with a white head that leaves lacing behind		S - Is a nose full of green apples		T - Lots of sweet green apples like drinking a jolly rancher		M - This beer has a light body with high carbonation to it		D - For a fruit beer this is one of the better ones out there good taste thats pretty easy to drink its worth a try sometime,2009-10-06 07:27:56
5.59,28951,13397,Pale Ale,American Pale Ale (APA),4.5,4.5,5.0,4.5,Fezfreak,4.5," Here goes folks, my first beer review for BA. Quite honestly, I never pictured myself doing this. But I am a native of West ""by God"" Virginia, and since this beer comes from the only bottling-brewery in the state, I thought I'd take a whack at it...even though it was 3:12am Eastern when I started writing.		Mountaineer Pale Ale reminds me of Lamar Street Pale Ale, a house brand of Whole Foods, produced by Goose Island that I used to enjoy.		Personally, I don't think they should call this a Pale Ale. To my eyes, shnozz, and palate - this falls somewhere between a Pale Ale and a Pilsner. So I'm not going to review it based on a stringent criteria of how it compares with other Pale Ales. To do that would mean a lower than average review. Instead, let's look at it based on the principle of: ""is it any damn good?""		Yes sir, it is.		It pours to a good thick head that gets a little thin, but hangs in there and leaves a nice lace all the way down the glass. The appearance is on the orange side of copper with a slight and desirable haze (again...falling between a Pale Ale and a Pilsner)		Fans of Pale Ale should prepare to have a lighter, more refreshing version of the style. In some ways better suited for summer, but generally good all year round. Both the smell and taste have sweet, lingering notes of tea, which I kind of like.		This is balanced by what I like to call the ""Cereal Factor"": that wonderful (some say biscuit) characteristic that connects you to the past, reminding you of the origins of beer itself. The very basic essence of what beer is. 		I burned myself out on Pale Ale a long time ago when I became a hophead. Couldn't hardly drink the stuff anymore. Got to the point where I was almost exclusively drinking either IPA or Pilsner - one extreme to another (Stouts and Porters being the ones thrown in for good measure). 		During the last year, I have come back to Pale Ales and am actually enjoying them more. Even so, I do not buy and enjoy Mountaineer Pale Ale based on that, nor for the Pale Ale profile. 		I do it because it's a damn good beer...		...and it's made in my home state!",2009-10-06 07:43:18
5.3,808,252,Weihenstephaner Hefeweissbier Dunkel,Dunkelweizen,4.0,4.5,5.0,4.5,weazal,4.0," A: Immediately full of heavy spices - mostly clove and malt (yeast after being jostled). Ripe, pungent fruitiness - banana at the beginning turning into slight effervescent apple at the end.		T: Similar to aroma. Spices and dried banana stand out the most. Some well-done caramel sweetness carries through in the back. The body is wonderfully soft and slowly floats through your mouth leaving a juicy, clean finish.",2009-10-06 07:51:47
8.6,52441,147,Stone 09.09.09 Vertical Epic Ale,Belgian Strong Dark Ale,4.0,4.0,3.0,3.5,corby112,3.5," Pours pitch black and completely opaque without even th slight touch of amber edges when held to a light source and a 1.5 finger frothy tan head that slowly fades into a lasting ring that leaves sporadic chunks of dark lacing.		Chocolate malt aroma with a peppery spiciness, dark fruit notes, chocolate and vanilla bean, citrus peel and subtle hops. There is a nice roasted character with some hints of burnt toast. Slightly minty with subtle earthy oak.		Chewy fuller end of medium body with a slight roasty smokey maltiness and burnt toast. Lots of silky chocolate with hints of spicy peppery mint as well as some light citrus fruit and earthy oak. There are some subtle dark fruit notes as well with smooth vanilla beans. Slightly yeasty with some bread notes and subtle ripe banana. The tangerine citrus is very subtle are way overpowered by the dominant spice character as well as the darker fruits and roasted malt. Also a bit of alcohol burn warmth in the dry finish. 		This beer is unique and complex but they probably overreached on this one, adding too much to truly appreciate the chocolate covered citrus(tangerine) flavor they were going for. The spice character, especially is way overdone.",2009-10-06 07:59:01
5.5,26234,29,Jack's Pumpkin Spice Ale,Pumpkin Ale,3.0,3.0,3.5,2.5,wknight167,3.0," Apearance - Pours a dark copper with a half finger white head that dissapears quickly.		Nose - Brown sugar,Crystal malt, vanilla, pumpkin and spices.		Palate - Sweet, molasses. A bit of pumpkin and spices, vanilla.		Mouthfeel - pretty light on the carbonation and a bit watery to boot.		Drinkability - Not overpowering in the least, but not too exciting either",2009-10-06 08:28:46
4.8,935,360,Warsteiner Premium Verum,German Pilsener,3.5,4.0,4.0,4.0,BeerSingh,3.5," Pours golden yellow with a stable, frothy head into a pils glass. Steady jet from the base of the glass is visible. Smells of cookies and bread - malty with end notes of wet grass. Tastes sweet in the beginning and finishes crisp and dry. Good carbonation levels add to an overall happy mouthfeel. Would be a great session beer seriously.",2009-10-06 08:29:38
5.0,1946,142,Franziskaner Hefe-Weisse,Hefeweizen,4.5,4.5,4.5,4.5,Flightoficarus,4.5," Serving type - 1/2 liter bottle into pint glass		Appearance - pours a cloudy, golden color, with a quickly dissipating foam head. Light retention afterwards.		Smell - A nice, sweet smell of banana, vanilla, and cloves. Some honey notes too.		Taste - Malty sweetness with mostly banana and vanilla flavor, with honey notes too. Bitterness is basically non-existent. Minimal spiciness. 		Mouthfeel - Super smooth and medium bodied. Light-Moderate carbonation. Very good!		Drinkability - Highly sessionable, with flavor to boot.		Overall - This is probably my favorite Hefeweizen I've had so far, but I still prefer the Franziskaner Dunkelweizen over this. Still a great beer though, and definitely recommended to fans of the style.",2009-10-06 08:32:34
7.5,49789,220,A Little Sumpin' Sumpin' Ale,American Pale Wheat Ale,4.5,5.0,5.0,4.5,KickbacksSteve,5.0," Without a shadow of a doubt, my beer of the year for 2009. Loved it when it was totally fresh, love it as it gets a bit older. Very unique taste up front and that great Lagunitas hop onslaught on the back end, balanced but just a nice amount of sweetness. Hard to believe the ABV is over 7% on this masterpiece. Juicy greatness and just a true joy to drink over and over. Glorious.",2009-10-06 08:32:36
5.1,738,267,Odell Cutthroat Porter,American Porter,3.5,4.0,4.5,3.5,mdagnew,4.0," 355ml bottle bought online from Beersofeurope.co.uk...		Poured a deep dark burgundy red / almost completely black colour... Mocha tan head poured very fairly thick and foamy with a meringue like top.. this faded slowly to good one finger covering... some decent lacing clings to the glass throughout...		Aroma - Lots of good strong toasted bread malts mixed with strong biscuit notes... butterscotch, good roasted nuttiness, dark brown sugar / molasses sweetness, light fruits (blackcurrents, apples, prunes), earthy, some sooty traces...		Taste - Pretty much as above only slightly toned down... hops more noticeable - some grassy and peppery notes... good bitterness coming through from the roasted malts...		Feel - Sharp and dry with a little creaminess underneath... medium bodied... at only 5% this is a very drinkable brew...		Overall - A supremely well balanced porter... definitely recommended...",2009-10-06 08:34:10
11.0,47151,3818,Oak Aged Unearthly (Imperial India Pale Ale),American Double / Imperial IPA,3.5,4.0,4.0,4.0,scruffwhor,4.0," Pours a bright, yet dark copper color with a very very quick head. No foam or bubbles, but a light syrupy look to it. The aroma is a sharp lemony hop, some carameled biscuits, with some toasted oak brandy aromas. Complex and bittersweet aromas. The taste starts with sweet toasted malts with some oakey, earthy hops. The middle is a little syrupy on the palate with a warm alcohol that thins out the oaken IPAS barrell flavoring a little. But also adds som depth with the heat as well. Bitter is underlying the sweetness of his IPA. Very nice and sippable.",2009-10-06 08:34:27
4.4,1321,75,Modelo Especial,American Adjunct Lager,4.0,3.0,4.0,3.5,BeerSingh,3.0," Had it at the Bkini Beach Bar in Atlantic City, there wasn't anything more worthy to order anyway. Wasn't terribly disappointed though. Poured bright golden with a thin head that almost immediately disappeared. Smelt of grain and vinegar. Tasted quite bland (unmalty) and bitterish towards the end with a thin, almost waterlike mouthfeel, except carbonation was reminding me that its beer you were drinking. I would rate it big on drinkability for its smoothness.",2009-10-06 08:51:18
10.5,39621,423,The Sixth Glass,Quadrupel (Quad),4.0,4.0,3.0,2.5,caligreen,4.5," Pours a bit thin for a quadrupel, and has a cloudy dark amber color. It gives off notes of nutty-caramel scents. The head builds quickly but disappears relatively quickly. The warming sensation from the alcohol comes on a bit strong, even considering the 10.5%. The aftertaste has a bit more of a metallic taste than I would like. A similar brew I would say is similar in style but a more well-crafted ale is Affligem.",2009-10-06 08:51:53
10.0,2874,870,Old Blarney Barleywine,American Barleywine,4.0,4.0,4.0,4.5,saintwarrick,4.5," This brew pour a nice cloudy dark red or light brown with a sweet aroma, lots of brown sugar, bourbon and a boozy strong alcohol smell. Not at all like an American barleywine, more like a strong ale or the like. Taste follows that pattern, with a deep thick malty character that is cut by a distinctive American hop presence, though it's not as strong as most American barleywines. This is more of an English barleywine that just happens to have U.S. hops. Alcohol is well reserved in the taste despite the boozy aroma.		A very good brew, even if the style is a little erratic. A must try for barleywine lovers.",2009-10-06 08:52:09
